algorithm_type,params,s_epe,s_mse,a_mse,combined_score
Farneback,pyr_scale=0.2; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,13.897726126435595,3229.9146,3229.9146,0.38836305700831086
Farneback,pyr_scale=0.2; levels=4; winsize=27; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,12.586665272975484,3415.5352,3415.5352,0.3811454223431182
Farneback,pyr_scale=0.2; levels=4; winsize=27; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,12.825038037836325,3379.4712,3379.4712,0.382318813631889
Farneback,pyr_scale=0.2; levels=4; winsize=27; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,13.037694437584094,3340.5854,3340.5854,0.38296286881559227
Farneback,pyr_scale=0.2; levels=4; winsize=27; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,13.580003986113425,3226.7944,3226.7944,0.383727728854561
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,11.266467241387051,3554.6301,3554.6301,0.37100834325071846
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,11.463881696622408,3539.375,3539.375,0.37285685669884255
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,11.61663349098249,3526.9497,3526.9497,0.3742498469230331
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,11.82833666541366,3489.2402,3489.2402,0.37495112885171805
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,11.266547439593523,3554.6243,3554.6243,0.37100913820006276
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,11.466370503219773,3539.2312,3539.2312,0.3728830573177132
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,11.634487766740428,3525.787,3525.787,0.37443005444809585
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,11.987742789184246,3470.666,3470.666,0.3760683716399796
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,11.659070635502285,3517.8638,3517.8638,0.3742988228651945
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,11.84689720915723,3499.8062,3499.8062,0.3758449463671203
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,12.003333966213123,3475.8223,3475.8223,0.37659601112592933
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,12.288470044282187,3421.9714,3421.9714,0.377356882536073
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,11.65913922638281,3517.8542,3517.8542,0.3742992168933965
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,11.848895569386876,3499.5996,3499.5996,0.375860525644222
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,12.017846025422509,3473.5825,3473.5825,0.3766648012832146
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,12.441521380800857,3397.7063,3397.7063,0.3780436832928895
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,11.799499572295378,3499.8882,3499.8882,0.3751862968342483
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,11.983707007297841,3476.9595,3476.9595,0.3763894810193832
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,12.153715997848026,3445.4604,3445.4604,0.37687966281054774
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,12.508748440072871,3381.9312,3381.9312,0.3780383552648257
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,11.799559988439176,3499.8765,3499.8765,0.3751864423056854
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,11.985542962629719,3476.705,3476.705,0.3763999107038058
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,12.167863944856546,3443.059,3443.059,0.37693363983992245
Farneback,pyr_scale=0.2; levels=4; winsize=35; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,12.68111959372331,3353.7188,3353.7188,0.37875880930663314
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,13.897726126435595,3229.9146,3229.9146,0.38836305700831086
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,14.403933299792438,3180.1487,3180.1487,0.39246398824947754
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,14.719821218174948,3136.3518,3136.3518,0.3942586142314588
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,14.913830973582288,3076.6846,3076.6846,0.3933947021268561
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,13.897955256847231,3229.873,3229.873,0.3883637763401544
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,14.410598354292532,3179.5205,3179.5205,0.3925196139758196
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,14.763655593832038,3131.5464,3131.5464,0.3945839729227183
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,15.189295600430881,3037.9832,3037.9832,0.39492912915157674
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,14.772706378989863,3089.7634,3089.7634,0.392203712555675
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,15.147069643166356,3028.178,3028.178,0.3937496530047791
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,15.38040055692285,2975.0396,2975.0396,0.3938279886448508
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,15.572072227854056,2912.086,2912.086,0.3927341711926652
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,14.772866652980573,3089.7449,3089.7449,0.39220482390329414
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,15.151267424736949,3027.3591,3027.3591,0.39375930771947243
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,15.404771987918542,2969.3577,2969.3577,0.3938282799129976
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,15.724147318674596,2866.2527,2866.2527,0.3921132280669894
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,15.073515136176031,3017.8535,3017.8535,0.3921004337349251
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,15.397167295767499,2949.1968,2949.1968,0.3925121528583277
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,15.605129154983413,2895.9558,2895.9558,0.39222915265409697
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,15.80359064901081,2831.8123,2831.8123,0.39115900126197833
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,15.073653535014145,3017.808,3017.808,0.39209964440616024
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,15.400916448377107,2948.3274,2948.3274,0.3925124720295225
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,15.626769581681959,2890.1343,2890.1343,0.39218283540949284
Farneback,pyr_scale=0.2; levels=5; winsize=15; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,15.9370380273407,2785.27,2785.27,0.390234727346225
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,12.694613746407876,3409.1316,3409.1316,0.3822724894309496
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,13.065408550411291,3376.071,3376.071,0.38548000391119475
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,13.314395063085177,3343.9622,3343.9622,0.387039273760199
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,13.545153315120384,3292.507,3292.507,0.38718257730558336
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,12.694777587833041,3409.1294,3409.1294,0.38227466400161236
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,13.070252739244761,3375.6113,3375.6113,0.38552022560433236
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,13.34742375982332,3340.8394,3340.8394,0.3873143083136816
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,13.785539505472254,3261.3403,3261.3403,0.3886779776476489
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,13.354477438153385,3327.6,3327.6,0.3866186938082196
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,13.660227329535491,3286.1145,3286.1145,0.3884100725194264
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,13.879055440661398,3247.1252,3247.1252,0.3891342880758834
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,14.166857070400038,3172.049,3172.049,0.388658949467969
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,13.354604608915489,3327.5867,3327.5867,0.38661966953618465
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,13.663697235267247,3285.558,3285.558,0.38842525769743563
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,13.90171130825738,3243.2163,3243.2163,0.3892169408461972
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,14.342928081718188,3130.2017,3130.2017,0.3886130979652598
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,13.57417642722777,3286.4968,3286.4968,0.3872282778730345
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,13.856115820590967,3239.5464,3239.5464,0.3883584095599059
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,14.077881706301174,3191.5032,3191.5032,0.3885805470303826
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,14.416728540499,3102.3022,3102.3022,0.3879723377419967
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,13.574286748682605,3286.4895,3286.4895,0.3872293902397275
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,13.859125197813682,3238.948,3238.948,0.38836464394370795
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,14.098575881820855,3187.1875,3187.1875,0.38861132800959264
Farneback,pyr_scale=0.2; levels=5; winsize=21; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,14.588880105569356,3055.78,3055.78,0.3875911294346665
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,11.901447752116525,3494.3633,3494.3633,0.376282080119826
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,12.179067118797533,3473.2937,3473.2937,0.3789045814411577
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,12.378741802835716,3450.484,3450.484,0.3803314298678433
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,12.609265185945386,3407.0234,3407.0234,0.38095112852826135
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,11.901565358867268,3494.3567,3494.3567,0.3762833242829842
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,12.182622880322052,3473.0457,3473.0457,0.37893946094130715
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,12.403458510050603,3448.1968,3448.1968,0.3805402240742564
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,12.808986926262591,3384.231,3384.231,0.382379693725298
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,12.413175325747556,3440.6921,3440.6921,0.38022599110621924
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,12.660481541821321,3411.0833,3411.0833,0.38191174679256024
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,12.847286136788,3381.016,3381.016,0.3827229871409994
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,13.153215212538234,3318.9817,3318.9817,0.3832839374550198
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,12.413271849391183,3440.6868,3440.6868,0.38022701461168373
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,12.663168843332427,3410.7878,3410.7878,0.3819316515330562
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,12.865819127039083,3378.2969,3378.2969,0.3828192812894419
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,13.324586722151029,3286.186,3286.186,0.3837153955504678
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,12.586582979813205,3415.543,3415.543,0.38114474707600454
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,12.822678110971902,3379.9246,3379.9246,0.3823129841761271
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,13.019972906813582,3343.7173,3343.7173,0.38290265612629837
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,13.39604931947556,3265.3237,3265.3237,0.3834641147680833
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,12.586665272975484,3415.5352,3415.5352,0.3811454223431182
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,12.825038037836325,3379.4712,3379.4712,0.382318813631889
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,13.037694437584094,3340.5854,3340.5854,0.38296286881559227
Farneback,pyr_scale=0.2; levels=5; winsize=27; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,13.580003986113425,3226.7944,3226.7944,0.383727728854561
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,11.266467241387051,3554.6301,3554.6301,0.37100834325071846
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,11.463881696622408,3539.375,3539.375,0.37285685669884255
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,11.61663349098249,3526.9497,3526.9497,0.3742498469230331
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,11.82833666541366,3489.2402,3489.2402,0.37495112885171805
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,11.266547439593523,3554.6243,3554.6243,0.37100913820006276
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,11.466370503219773,3539.2312,3539.2312,0.3728830573177132
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,11.634487766740428,3525.787,3525.787,0.37443005444809585
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,11.987742789184246,3470.666,3470.666,0.3760683716399796
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,11.659070635502285,3517.8638,3517.8638,0.3742988228651945
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,11.84689720915723,3499.8062,3499.8062,0.3758449463671203
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,12.003333966213123,3475.8223,3475.8223,0.37659601112592933
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,12.288470044282187,3421.9714,3421.9714,0.377356882536073
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,11.65913922638281,3517.8542,3517.8542,0.3742992168933965
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,11.848895569386876,3499.5996,3499.5996,0.375860525644222
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,12.017846025422509,3473.5825,3473.5825,0.3766648012832146
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,12.441521380800857,3397.7063,3397.7063,0.3780436832928895
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,11.799499572295378,3499.8882,3499.8882,0.3751862968342483
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,11.983707007297841,3476.9595,3476.9595,0.3763894810193832
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,12.153715997848026,3445.4604,3445.4604,0.37687966281054774
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,12.508748440072871,3381.9312,3381.9312,0.3780383552648257
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,11.799559988439176,3499.8765,3499.8765,0.3751864423056854
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,11.985542962629719,3476.705,3476.705,0.3763999107038058
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,12.167863944856546,3443.059,3443.059,0.37693363983992245
Farneback,pyr_scale=0.2; levels=5; winsize=35; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,12.68111959372331,3353.7188,3353.7188,0.37875880930663314
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,13.94097739736184,3140.6519,3140.6519,0.3836127994449856
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,14.714058846011465,3035.2896,3035.2896,0.38811421149655767
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,15.307422779055273,2956.4624,2956.4624,0.3916916779962437
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,15.946918518170317,2874.475,2874.475,0.3957253725047354
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,13.941192913747827,3140.6343,3140.6343,0.38361477359310586
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,14.720456172341278,3034.3347,3034.3347,0.3881464791003847
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,15.34867258029245,2950.5137,2950.5137,0.39191224769948796
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,16.179285459003573,2836.1226,2836.1226,0.3966773531555574
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,15.003366978717917,2889.8665,2889.8665,0.3834391355162293
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,15.780222405983537,2776.766,2776.766,0.38752909288794735
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,16.292904598567542,2700.4377,2700.4377,0.3901269207028063
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,16.749733173433956,2657.1577,2657.1577,0.39392574009316783
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,15.003547531582239,2889.8225,2889.8225,0.3834390108496373
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,15.78572005576055,2775.422,2775.422,0.38752541490044445
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,16.32453180540947,2692.9644,2692.9644,0.3901213107571092
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,16.88514456631301,2614.4036,2614.4036,0.3932562497927925
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,15.519528235699465,2764.8362,2764.8362,0.3831635823248627
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,16.252858066873547,2658.4336,2658.4336,0.38704603586637487
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,16.71040400033452,2588.2063,2588.2063,0.38923803288056064
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,17.047965350151863,2574.5332,2574.5332,0.3931435083484761
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,15.519725245046786,2764.7786,2764.7786,0.383162868485167
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,16.257770092289483,2657.1985,2657.1985,0.387040700747581
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,16.738794904980146,2580.0674,2580.0674,0.38914717959211587
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,17.152324666681345,2534.1582,2534.1582,0.3921820421034439
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,12.781662372792272,3346.2136,3346.2136,0.3797161100234817
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,13.453642098586991,3280.5874,3280.5874,0.38518625394377837
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,13.998038121745278,3229.938,3229.938,0.3897688107506375
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,14.657466310173968,3149.611,3149.611,0.39418120361442344
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,12.781831090386701,3346.1992,3346.1992,0.3797175929012933
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,13.458807720105275,3280.0093,3280.0093,0.38522388274177505
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,14.034263104576425,3225.6636,3225.6636,0.39001951152612746
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,14.901562549675921,3109.4683,3109.4683,0.3951899719755608
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,13.63047074062666,3212.5542,3212.5542,0.3835798457360523
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,14.343664784570857,3134.2727,3134.2727,0.38886767163948666
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,14.873549693213889,3070.4546,3070.4546,0.39245698347431207
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,15.48132584309287,2984.2888,2984.2888,0.3957959065975735
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,13.630636870449587,3212.5251,3212.5251,0.38358044301887473
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,14.348405479945484,3133.4731,3133.4731,0.3888860745368484
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,14.904882907322285,3064.5427,3064.5427,0.3925409263296101
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,15.66850382806702,2935.6675,2935.6675,0.39549909375216374
