algorithm_type,params,s_epe,s_mse,a_mse,combined_score
DIS,finest_scale=0; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.294555513855471,565.2904,565.2904,0.17419129823682034
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.94452693915438,630.7614,630.7614,0.17924758766937823
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.798352957885925,664.4702,664.4702,0.18212325013575129
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.16336282916843,591.4205,591.4205,0.17627736340586178
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.023494659547612,626.35846,626.35846,0.17935097896007385
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.670041869594035,486.8526,486.8526,0.16778265082250737
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.475714695236144,541.5658,541.5658,0.17279361543481397
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.885248499218767,442.9168,442.9168,0.16423200853351072
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.191969185638904,775.70935,775.70935,0.19062087857380294
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.824296355400204,660.8945,660.8945,0.18190170347812745
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.619713054790745,708.95044,708.95044,0.18603176410352906
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.113889120485869,609.8017,609.8017,0.17808731812212059
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.69759502995161,492.79166,492.79166,0.16871576139236671
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.032159226103378,409.40363,409.40363,0.16138571308623753
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.933254874030624,439.62875,439.62875,0.1642214879594634
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.150419399157627,383.71906,383.71906,0.15924964201462638
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.20558003665435,606.7472,606.7472,0.17845430668842216
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.574287023613147,519.4542,519.4542,0.1709288038926863
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.476247080939237,550.97784,550.97784,0.1739273229342876
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.74695992668191,481.5643,481.5643,0.16776339580215766
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.579381221525566,526.3913,526.3913,0.17180201084607996
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.02476018859943,416.378,416.378,0.16216344450465842
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.900260268257487,455.06183,455.06183,0.16580950330580416
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.184506580496963,379.78668,379.78668,0.15905045694323489
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.87298861361736,676.2307,676.2307,0.18413159455594968
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.411141919382548,559.22876,559.22876,0.17439658929735927
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.242667335814218,606.76074,606.76074,0.17875262930827124
DIS,finest_scale=0; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.648500469256486,511.888,511.888,0.1706145650798404
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.144584879568535,693.141,693.141,0.18833360481493727
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.811994565571709,563.1939,563.1939,0.1780792268955339
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.56225256325142,619.8524,619.8524,0.18288031820069445
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.989316243220248,526.8415,526.8415,0.17513551517954573
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.183100852810847,832.0573,832.0573,0.19731168398017493
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.950749341516161,724.5701,724.5701,0.1905544193098423
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.632862010628486,773.3866,773.3866,0.19386928750300808
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.228726862147093,678.7566,678.7566,0.1872806125146122
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.93630933877358,735.0039,735.0039,0.1916909395548923
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.789254954154828,576.40454,576.40454,0.17948259238954814
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.473743918130813,646.0913,646.0913,0.18532091655405375
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.993365033805569,532.86816,532.86816,0.1758911035604493
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,11.691754366003126,892.58435,892.58435,0.20064415528410795
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.683494674454924,773.17426,773.17426,0.19424886782797812
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.266970542268258,827.26935,827.26935,0.19740808997310244
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.04533543638831,717.1505,717.1505,0.19042074878632592
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.539597489802773,621.554,621.554,0.18290326822494457
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.049998841728959,507.80673,507.80673,0.17333679931995227
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.870794157636169,552.44727,552.44727,0.17726002498826982
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.191723741683827,474.79556,474.79556,0.17050925892665758
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.719406455486187,766.39905,766.39905,0.19372313982033068
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.377152023612032,652.83093,652.83093,0.1853569270205384
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.119479438751245,701.19916,701.19916,0.1890997423417513
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.611632082337252,606.9095,606.9095,0.18172219887156577
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.309456489199135,674.01355,674.01355,0.18735728477806834
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.997171145363911,527.3619,527.3619,0.17526079771267783
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.750429913731043,587.48553,587.48553,0.18050170463587145
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.166238060016386,487.46875,487.46875,0.17182615990773004
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.209604183223538,841.39856,841.39856,0.19864466537544484
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.091272292373725,711.3299,711.3299,0.19008976660440882
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.732164560743652,769.5881,769.5881,0.19420788883359022
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.406378209317419,656.4794,656.4794,0.18602855497379855
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.998309020901578,738.14764,738.14764,0.19256418970986094
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.430303572007364,663.0941,663.0941,0.18701372783095319
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.267395514099704,693.24194,693.24194,0.1893282045352372
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.605543057366793,632.77045,632.77045,0.1847768025020328
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.578938214673888,798.6967,798.6967,0.1964751188651267
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.898453281659926,753.84314,753.84314,0.19364880586734648
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.76600019177233,772.13245,772.13245,0.1947838986746816
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.048331807562386,729.8927,729.8927,0.19197378005988341
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.815332285110728,763.7433,763.7433,0.1941718553228742
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.515139900689908,644.4781,644.4781,0.18545848852829605
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.233327750490961,697.72754,697.72754,0.18959393707217265
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.742029611491361,601.03754,601.03754,0.18206074789542515
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.057663490814383,859.262,859.262,0.19957276128087376
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.64540990755194,789.3481,789.3481,0.1958850584876723
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.392755021277829,820.17737,820.17737,0.1975633232364954
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.895191028317678,751.31647,751.31647,0.19331950646321666
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.475229565319562,661.07336,661.07336,0.1871306417307627
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.772827793890418,603.24677,603.24677,0.18257223991341737
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.675918562873989,624.17676,624.17676,0.18430856423508957
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.893534714739232,580.5033,580.5033,0.1808086805523293
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.161317359962439,717.3446,717.3446,0.19137189468986493
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.397412477975967,676.75397,676.75397,0.18838977896408943
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.308897282261336,692.0838,692.0838,0.18952124300065587
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.510603340958692,654.7766,654.7766,0.1866580238540581
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.271269372477784,696.4476,696.4476,0.18974386887848105
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.788005661022343,592.19464,592.19464,0.18136740735015613
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.5845933194742,634.6931,634.6931,0.18483992672823701
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.96608110932338,555.9652,555.9652,0.17844447794896984
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.64719874408192,796.25604,796.25604,0.19672832077712588
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.123176774357495,721.85266,721.85266,0.19160773431042621
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.925443131796177,752.3085,752.3085,0.19368056121724175
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.33313955269075,685.01434,685.01434,0.1888668431561642
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.963121650363613,719.5255,719.5255,0.19004803810712184
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.466025952559832,620.6866,620.6866,0.1822106038654814
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.309282083673551,663.51416,663.51416,0.18609595910202087
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.652605893405234,586.08386,586.08386,0.17955091561628944
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.330656037617937,818.4563,818.4563,0.19686000127306952
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.80918443571407,744.23737,744.23737,0.19178196087446836
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.65272434201957,773.11707,773.11707,0.1939958506343461
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.033373289211458,708.55743,708.55743,0.18929388380371626
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.89908549119267,740.0346,740.0346,0.19199683951769136
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.516078056787995,620.30383,620.30383,0.18256508786992667
